,id_ponto,rssi_1_1,rssi_1_2,rssi_1_3,rssi_2_1,rssi_2_2,rssi_2_3,rssi_3_1,rssi_3_2,rssi_3_3,delay_1,delay_2,delay_3,num_lat_bts,num_long_bts,flag_indoor
5520,7274,,,,-86.97,-81.21,-91.03,,-83.77,-963.725,5.0,2.0,3.0,-0.805531,-3.495018,False
5521,1389,,-107.2,,,,,-104.68,-103.915,-115.0,5.0,3.0,2.0,-0.805538,-34.951736,True
5522,3564,-107.65,-115.0,-98.56,-115.0,-986.275,,-99.255,-100.898,-115.0,5.0,3.0,3.0,-8055833999.99999,-34.951362,True
5523,5429,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-94.04,,-108.12,5.0,3.0,2.0,-8.055784,-34.951608,True
5524,7827,-93.15,-97.02,-85.075,,-961.425,,-60.47,,-87.02,4.0,5.0,1.0,-0.805285,-3.495563,False
5525,5690,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-93.005,,-108.12,5.0,3.0,2.0,-8.055784,-34.951608,True
5526,7878,-93.4,,-84.01,,-99.085,-101.75,-63.105,-89.102,-95.59,4.0,5.0,1.0,-0.805265,-3.495593,False
5527,1868,-98.748,-99.67,-98.61,-100.51,-88.334,-88.4,-100.03,-99.21,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
5528,8202,-92.24,,,-58.09,-88.47,-73.97,,-97.146,-97.6,4.0,1.0,5.0,-8051910000.0,-3.494756,False
5529,7486,,,-91.64,,,-95.78,-81.81,-88.0,-94.84,5.0,5.0,0.0,-0.805447,-3.495605,False
5530,806,,-107.2,-107.01,-108.43,-97.2,,-99.84,-94.665,-115.0,5.0,3.0,2.0,-0.805538,-34.951736,True
5531,4805,-98.01,-115.0,-98.49,-115.0,-103.315,-101.13,-100.81,-99.32,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
5532,8855,-77.08,,-83.87,,-96.84,,,-102.688,-85.33,4.0,7.0,2.0,-0.804978,-3.495949,False
5533,7511,,,,,,-97.97,-84.56,,-93.09,5.0,5.0,0.0,-0.805443,-3.495622,False
5534,8056,,-86.05,-89.29,-58.59,-78.07,,-93.39,-90.704,-97.6,4.0,1.0,4.0,-0.805215,-3.494815,False
5535,4494,,-115.0,-96.04,-115.0,-96.79,-96.1,-94.42,-92.75,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
5536,2632,-115.0,-115.0,-115.0,-115.0,-96.33,,,,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
5537,8708,-89.52,,-83.07,,-94.65,-957.025,-83.87,-97.33,-981.075,3.0,4.0,2.0,-8050460000.0,-3.495402,False
5538,7832,-87.95,,-97.8,-101.685,,-100.76,-96.4,-99.576,-97.765,4.0,4.0,2.0,-0.805285,-3.495363,False
5539,4388,,-115.0,-96.04,-115.0,-96.79,-96.1,-94.42,-875.925,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
5540,145,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-84.53,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
5541,6467,-103.705,-110.425,,-110.33,-104.38,-106.59,,-102.12,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
5542,2033,-98.748,-97.85,-98.61,-95.29,-88.255,-90.82,-100.03,-95.91,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
5543,1165,,-107.2,-107.01,-108.43,,,-103.065,-102.11,-115.0,5.0,3.0,2.0,-0.805538,-34.951736,True
5544,2050,-98.748,-106.79,-98.61,-99.62,-89.535,-90.82,-100.03,-95.91,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
5545,3760,-106.07,-115.0,-106.67,,,-92.92,,,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
5546,4435,,-115.0,-96.04,-115.0,-96.79,-96.1,-94.42,-88.735,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
5547,3430,-100.83,-115.0,-98.56,-115.0,,,-99.255,-99.47,-115.0,5.0,3.0,3.0,-8055833999.99999,-34.951362,True
5548,8190,-94.73,,-90.05,-98.54,-98.52,-93.23,,-95.63,-93.86,4.0,5.0,1.0,-8051919999.99999,-0.349572,False
5549,8467,,-97.79,-85.53,-97.66,-925.975,,,-93.38,-95.47,3.0,4.0,2.0,-0.805133,-3.495512,False
5550,7069,,,-94.9,-100.93,-93.81,,,-70.248,-95.78,5.0,4.0,1.0,-0.805557,-3.495483,False
5551,4361,-106.07,-115.0,-106.67,,,-100.48,,,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
5552,1771,-98.748,-99.67,-98.61,-98.11,-891.475,,-100.03,-95.755,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
5553,3511,-107.65,-115.0,-98.56,-115.0,-98.46,,-99.255,-100.444,-115.0,5.0,3.0,3.0,-8055833999.99999,-34.951362,True
5554,271,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-82.27,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
5555,8436,,-91.58,,-82.7,-96.49,,,-94.73,-959.225,3.0,2.0,3.0,-0.805142,-3.495055,False
5556,2032,-98.748,-97.85,-98.61,-98.49,-88.255,-90.82,-100.03,-95.91,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
5557,9355,-103.52,,,-90.51,-97.685,,-106.07,-102.064,-944.075,2.0,2.0,5.0,-0.804808,-0.349476,False
5558,3810,-106.07,-115.0,-106.67,,,-92.92,,,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
5559,4346,-106.07,-115.0,-106.67,,,-100.48,,,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
5560,545,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-86.28,-89.625,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
5561,3241,-100.83,-115.0,-98.56,-115.0,,-95.83,-99.255,-96.35,-115.0,5.0,3.0,3.0,-8055833999.99999,-34.951362,True
5562,7564,,,,,-101.565,-95.78,,,-871.275,5.0,5.0,0.0,-0.805424,-3.495694,False
5563,920,,-107.2,-107.01,-108.43,-97.2,,-99.84,-97.295,-115.0,5.0,3.0,2.0,-0.805538,-34.951736,True
5564,8822,,-97.78,-83.76,-101.535,-104.16,,,,-96.28,3.0,4.0,2.0,-0.804994,-3.495472,False
5565,6640,,,,-92.55,-814.455,,,,-958.575,7.0,3.0,5.0,-0.805923,-3.494725,False
5566,7694,,-101.89,,,-985.225,-89.17,-78.955,-93.052,-76.04,5.0,6.0,1.0,-0.080536,-3.495964,False
5567,8230,-84.22,,,-56.03,-80.67,-76.03,,-93.912,-97.6,4.0,0.0,5.0,-0.805187,-3.494652,False
5568,7126,,,-946.375,-97.41,,-91.45,-75.5,-68.58,-87.27,5.0,5.0,1.0,-0.805551,-3.495555,False
5569,4278,-106.07,-115.0,-106.67,,,-100.48,,,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
5570,2983,-115.0,-115.0,-115.0,-115.0,-92.08,-94.59,,,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
5571,130,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-80.47,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
5572,7980,,-92.3,,-60.23,-75.325,,,-94.332,-97.6,4.0,1.0,5.0,-0.805224,-3.494744,False
5573,2667,-115.0,-115.0,-115.0,-115.0,-96.33,,-88.89,,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
5574,7138,,-96.38,,-100.63,-901.225,-95.04,-77.625,-79.09,-90.945,5.0,4.0,1.0,-0.080555,-3.495373,False
5575,3223,-103.04,-115.0,-98.56,-115.0,,-95.83,-99.255,-95.89,-115.0,5.0,3.0,3.0,-8055833999.99999,-34.951362,True
5576,7693,-89.72,,-88.78,-80.58,-67.71,,,-92.398,-97.255,5.0,1.0,4.0,-0.805361,-3.494848,False
5577,5392,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-95.165,,-108.12,5.0,3.0,2.0,-8.055784,-34.951608,True
5578,614,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,,-89.625,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
5579,9584,,-92.59,,,-909.375,,-84.63,-787.645,-96.92,3.0,2.0,7.0,-8046489999.99999,-3.494512,False
5580,1466,,-107.2,,,,,-104.425,-105.125,-115.0,5.0,3.0,2.0,-0.805538,-34.951736,True
5581,4497,,-115.0,-96.04,-115.0,-96.79,-96.1,-94.42,-92.75,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
5582,3042,-103.04,-115.0,-98.56,-115.0,,,-99.255,-92.658,-115.0,5.0,3.0,3.0,-8055833999.99999,-34.951362,True
5583,2419,-115.0,-115.0,-115.0,-115.0,-96.33,,,-78.36,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
5584,5085,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-87.315,,-108.12,5.0,3.0,2.0,-8.055784,-34.951608,True
5585,3294,-100.83,-115.0,-98.56,-115.0,,,-99.255,-95.54,-115.0,5.0,3.0,3.0,-8055833999.99999,-34.951362,True
5586,6737,-99.86,,,-96.65,-820.575,,-91.95,-78.104,-97.23,6.0,4.0,2.0,-0.080576,-3.495265,False
5587,1500,,-107.2,,,,,-104.23,-105.125,-115.0,5.0,3.0,2.0,-0.805538,-34.951736,True
5588,1521,,-107.2,,-108.87,,,-104.23,-104.29,-115.0,5.0,3.0,2.0,-0.805538,-34.951736,True
5589,8821,,,,-101.535,,-88.34,,,-969.025,3.0,4.0,2.0,-0.804995,-3.495471,False
5590,4232,-106.07,-115.0,-106.67,,,-100.48,,,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
5591,7686,,,,-71.46,-78.325,-77.21,,-92.398,-97.255,5.0,1.0,4.0,-0.805364,-3.494841,False
5592,4430,,-115.0,-96.04,-115.0,-96.79,-96.1,-94.42,-883.125,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
5593,390,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,,,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
5594,9541,-81.21,,-63.89,-90.12,-83.77,,-71.88,-102.828,-967.175,1.0,5.0,4.0,-0.804686,-3.495385,False
5595,7124,,,,,-89.4,-89.33,-80.87,-79.56,-88.935,5.0,5.0,1.0,-0.805551,-3.495561,False
5596,5913,-103.705,-110.425,,-110.33,-93.58,-90.51,-96.76,-98.155,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
5597,4806,-98.01,-115.0,-98.49,-115.0,-103.315,-101.13,-100.81,-99.32,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
5598,9098,,-82.95,-86.83,-92.08,,-84.14,,-99.226,-967.675,2.0,4.0,3.0,-8048739999.99999,-3.495297,False
5599,8238,-91.59,-96.4,,-47.75,-716.175,-79.96,,-97.924,-97.6,4.0,1.0,4.0,-8051860000.0,-3.494787,False
5600,8044,,-97.33,,-98.85,-982.575,,-87.45,-98.544,-75.35,5.0,7.0,1.0,-0.805215,-34959790000.0,False
5601,3993,-106.07,-115.0,-106.67,,,,,,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
5602,9246,-71.39,,-71.2,,-89.09,-88.21,-88.125,-98.012,-967.175,2.0,4.0,4.0,-0.804844,-3.495243,False
5603,6609,-103.705,-110.425,,-110.33,-108.345,-106.59,-113.14,-102.12,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
5604,5319,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-86.655,,-108.12,5.0,3.0,2.0,-8.055784,-34.951608,True
5605,7119,,,-82.68,-94.765,-100.225,,,-91.02,-66.35,6.0,6.0,0.0,-0.805551,-3.495912,False
5606,2421,-115.0,-115.0,-115.0,-115.0,-96.33,,,-78.36,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
5607,5604,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-102.815,,-108.12,5.0,3.0,2.0,-8.055784,-34.951608,True
5608,1750,-98.748,-99.67,-98.61,-95.98,-856.925,,-100.03,-95.755,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
5609,8721,-93.52,,,-99.85,-97.775,,,-97.054,-100.835,3.0,4.0,2.0,-0.805044,-34954229999.9999,False
5610,9408,,,-86.51,-89.26,-98.25,-97.09,-104.68,-99.58,-944.075,2.0,2.0,5.0,-0.804778,-3.494763,False
5611,338,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,,,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
5612,8407,-91.91,,,-88.39,-908.575,,-94.67,-94.73,-959.225,3.0,2.0,3.0,-0.805149,-3495039000.0,False
5613,1341,,-107.2,-107.01,-108.43,,,-104.68,-102.96,-115.0,5.0,3.0,2.0,-0.805538,-34.951736,True
5614,9239,-75.33,,,-102.96,-96.09,,-84.17,-106.544,-86.96,3.0,6.0,3.0,-0.804845,-3.495888,False
5615,7982,,-82.28,-77.84,-56.28,-772.525,-73.97,,-95.512,-97.6,4.0,1.0,5.0,-0.805224,-3.494727,False
5616,3640,-107.65,-115.0,-98.56,-115.0,,,-99.255,-101.098,-115.0,5.0,3.0,3.0,-8055833999.99999,-34.951362,True
5617,329,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,,,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
5618,8540,,,-84.93,-84.57,-88.115,,-97.08,-94.758,-97.195,3.0,4.0,2.0,-8051110000.0,-3.495321,False
5619,3004,-115.0,-115.0,-115.0,-115.0,-92.52,-94.59,,,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
5620,6960,,,,-94.765,-100.225,,-87.24,-85.38,-65.66,6.0,6.0,0.0,-0.805575,-3.495883,False
5621,4090,-106.07,-115.0,-106.67,,,-95.5,,,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
5622,2322,-98.748,-98.16,-99.592,-99.37,-91.935,,-100.03,-97.63,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
5623,6667,,,-94.8,-94.43,,-82.56,-93.79,,-958.575,7.0,3.0,4.0,-0.080587,-34949020000.0,False
5624,7009,-90.62,,,-84.33,-79.71,,-90.065,-87.02,-963.725,5.0,3.0,3.0,-8055639999.99999,-3.495075,False
5625,4197,-106.07,-115.0,-106.67,,,,,,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
5626,3549,-107.65,-115.0,-98.56,-115.0,-98.46,,-99.255,-101.14,-115.0,5.0,3.0,3.0,-8055833999.99999,-34.951362,True
5627,8363,-87.58,,-82.76,-99.26,-982.575,-94.96,-88.34,-99.194,-84.33,5.0,7.0,1.0,-0.080516,-3.495984,False
5628,4203,-106.07,-115.0,-106.67,,,,,,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
5629,9010,,,-84.46,-88.59,-964.925,,,-96.518,-963.575,3.0,2.0,5.0,-0.804914,-3.494713,False
5630,8644,-77.01,,-87.08,-93.33,-96.16,,-95.88,-96.342,-982.875,3.0,4.0,3.0,-0.805061,-3.495318,False
5631,6185,-103.705,-110.425,,-110.33,-97.085,-98.47,,-99.57,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
5632,1639,-98.748,-99.67,-98.61,-95.98,-85.615,,-100.03,-95.755,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
5633,60,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
5634,1240,,-107.2,-107.01,-108.43,,,-103.065,-103.91,-115.0,5.0,3.0,2.0,-0.805538,-34.951736,True
5635,5760,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-97.965,,-108.12,5.0,3.0,2.0,-8.055784,-34.951608,True
5636,5136,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-87.315,,-108.12,5.0,3.0,2.0,-8.055784,-34.951608,True
5637,2343,-98.748,-98.16,-99.592,-99.62,-91.935,,-100.03,-97.63,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
5638,2120,-98.748,-106.79,-98.396,-100.32,-89.395,,-100.03,-95.44,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
5639,1524,,-107.2,,-108.87,,,-104.23,-104.29,-115.0,5.0,3.0,2.0,-0.805538,-34.951736,True
5640,7617,,,,-84.525,-95.73,,-97.59,-89.38,-97.255,5.0,1.0,4.0,-0.805397,-3.494826,False
5641,153,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
5642,481,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,,-91.535,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
5643,6122,-103.705,-110.425,,-110.33,-100.74,-95.745,-100.22,-98.065,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
5644,7674,,,,,,-89.17,-78.955,-90.732,-58.41,5.0,6.0,1.0,-0.805368,-3.495962,False
5645,7101,,-96.38,-92.22,-95.48,-90.36,-94.09,-77.625,,-90.945,5.0,4.0,1.0,-8055539999.99999,-34953720000.0,False
5646,1762,-98.748,-99.67,-98.61,-95.48,-856.925,,-100.03,-95.755,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
5647,7715,-84.43,,-83.83,-75.77,-64.71,,,-90.952,-97.255,4.0,1.0,4.0,-8053519999.99999,-3.494865,False
5648,8786,-79.01,,-77.57,-95.905,-985.125,,-89.18,-97.054,-99.62,3.0,4.0,3.0,-0.805012,-34953720000.0,False
5649,7479,-90.15,-97.22,-85.01,-92.08,-888.325,,,-80.752,-955.475,5.0,4.0,2.0,-0.805449,-0.349536,False
5650,6212,-103.705,-110.425,,-110.33,-97.085,-104.73,,-99.57,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
5651,4853,,-115.0,-99.75,-115.0,-102.805,-99.5,-100.31,-995.725,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
5652,2711,-115.0,-115.0,-115.0,-115.0,-96.33,,-82.41,,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
5653,6766,,,,-98.32,-918.025,,,-66.44,-86.16,6.0,5.0,1.0,-0.805678,-3.495531,False
5654,4150,-106.07,-115.0,-106.67,,,,,,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
5655,1333,,-107.2,-107.01,-108.43,,,-104.68,-102.96,-115.0,5.0,3.0,2.0,-0.805538,-34.951736,True
5656,8378,,,,-71.96,-87.01,,,-97.924,-97.6,4.0,1.0,5.0,-0.805157,-34947720000.0,False
5657,9089,,-95.15,-76.83,,-94.52,,,,-95.72,2.0,4.0,3.0,-8048789999.99999,-3.495438,False
5658,9397,-71.08,-84.83,,-91.65,-90.22,,,-102.828,-973.275,2.0,4.0,3.0,-0.804786,-3.495412,False
5659,8825,,-86.345,-95.29,-77.71,-927.425,,,-95.518,-989.125,3.0,1.0,5.0,-0.804994,-0.349475,False
5660,3850,-106.07,-115.0,-106.67,,-95.54,,,,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
5661,8340,-91.87,,-91.09,-77.84,-89.46,-84.72,,-96.142,-97.6,4.0,2.0,4.0,-0.805166,-34949290000.0,False
5662,4124,-106.07,-115.0,-106.67,,,-95.5,,,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
5663,8671,,-90.33,-89.71,-95.065,-985.125,-96.13,,-90.62,-98.1,3.0,4.0,2.0,-0.805054,-3.495365,False
5664,4788,,-115.0,-98.49,-115.0,-103.315,-101.13,-100.81,-99.32,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
5665,2866,-115.0,-115.0,-115.0,-115.0,-96.33,,-90.73,,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
5666,1386,,-107.2,,,,,-104.68,-103.915,-115.0,5.0,3.0,2.0,-0.805538,-34.951736,True
5667,5941,-103.705,-110.425,,-110.33,-93.58,-93.27,-96.76,-98.155,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
5668,3067,-103.04,-115.0,-98.56,-115.0,,,-99.255,-95.86,-115.0,5.0,3.0,3.0,-8055833999.99999,-34.951362,True
5669,8763,-98.64,,,-76.0,-909.125,-101.49,-91.43,-96.362,-989.125,3.0,1.0,5.0,-0.805026,-3.494765,False
5670,3629,-107.65,-115.0,-98.56,-115.0,,,-99.255,-101.098,-115.0,5.0,3.0,3.0,-8055833999.99999,-34.951362,True
5671,9403,,,-94.98,-67.83,-901.575,-85.84,,-81.828,-96.92,3.0,2.0,6.0,-8047830000.0,-3.494542,False
5672,8657,-79.51,,-79.32,-91.02,-94.71,,-90.965,-95.39,-982.875,3.0,4.0,3.0,-0.805057,-34953309999.9999,False
5673,3028,-103.04,-115.0,-98.56,-115.0,,,-99.255,-92.658,-115.0,5.0,3.0,3.0,-8055833999.99999,-34.951362,True
5674,2969,-115.0,-115.0,-115.0,-115.0,-92.08,-94.59,,,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
5675,6136,-103.705,-110.425,,-110.33,-100.74,-98.47,-100.22,-98.065,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
5676,4263,-106.07,-115.0,-106.67,,,-100.48,,,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
5677,645,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,,-93.955,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
5678,9344,,-83.88,,-83.94,-999.375,-100.9,-105.435,-101.744,-96.92,3.0,2.0,5.0,-8048119999.99999,-3.494729,False
5679,2074,-98.748,-106.79,-98.61,-96.36,-89.395,,-100.03,-95.785,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
5680,341,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-92.54,,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
5681,8041,,-88.03,,-54.09,-779.275,-69.41,-90.57,-90.792,-97.6,4.0,1.0,4.0,-0.805216,-3.494802,False
5682,1622,-98.748,-99.67,-98.61,-95.98,-81.785,,-100.03,-95.755,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
5683,7141,,,-86.7,-94.52,-89.215,-89.45,-78.5,-71.944,-84.77,5.0,5.0,0.0,-8055489999.99999,-3.495578,False
5684,5796,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-97.965,,-108.12,5.0,3.0,2.0,-8.055784,-34.951608,True
5685,7184,,,-84.09,-94.765,-100.225,,,-85.38,-67.41,6.0,6.0,0.0,-8055439999.99999,-34959140000.0,False
5686,8232,,,-82.28,-99.26,-982.575,,-88.77,-99.194,-86.66,5.0,7.0,1.0,-8051860000.0,-0.349598,False
5687,5475,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-87.97,,-108.12,5.0,3.0,2.0,-8.055784,-34.951608,True
5688,8953,,-101.11,-73.45,-94.21,-95.15,,,-96.186,-962.825,2.0,4.0,3.0,-0.080494,-3.495305,False
5689,74,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
5690,8930,,-88.77,,-86.33,-89.71,,,-96.186,-962.825,2.0,4.0,3.0,-0.804951,-3.495306,False
5691,2051,-98.748,-106.79,-98.61,-99.62,-89.535,-90.82,-100.03,,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
5692,2541,-115.0,-115.0,-115.0,-115.0,-96.33,,,,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
5693,1301,,-107.2,-107.01,-108.43,,,-103.19,-102.96,-115.0,5.0,3.0,2.0,-0.805538,-34.951736,True
5694,5877,-103.705,-110.425,,-110.33,-93.58,-88.95,-96.76,-98.155,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
5695,7368,-92.48,,,-96.125,-961.125,,-81.82,-73.38,-984.225,5.0,3.0,2.0,-0.805512,-3.495296,False
5696,1304,,-107.2,-107.01,-108.43,,,-103.19,-102.96,-115.0,5.0,3.0,2.0,-0.805538,-34.951736,True
5697,8428,,,-91.27,-44.01,-72.39,,-90.225,-92.3,-97.6,4.0,0.0,5.0,-0.805144,-3.494621,False
5698,8799,-85.74,-98.28,,,-97.725,-95.96,,-102.688,-87.77,4.0,7.0,2.0,-0.805004,-34959540000.0,False
5699,2599,-115.0,-115.0,-115.0,-115.0,-96.33,,,,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
5700,2573,-115.0,-115.0,-115.0,-115.0,-96.33,,-88.14,,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
5701,3186,-103.04,-115.0,-98.56,-115.0,-94.36,-95.83,-99.255,-94.714,-115.0,5.0,3.0,3.0,-8055833999.99999,-34.951362,True
5702,2768,-115.0,-115.0,-115.0,-115.0,-96.33,,-86.64,,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
5703,4831,,-115.0,-98.49,-115.0,-102.805,-99.62,-100.81,-99.32,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
5704,4223,-106.07,-115.0,-106.67,,,,,,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
5705,9340,-95.46,-101.43,,-89.89,-999.375,-100.56,-103.4,-101.744,-96.92,3.0,2.0,5.0,-0.804813,-3.494727,False
5706,2106,-98.748,-106.79,-98.396,-97.55,-89.395,,-100.03,-95.44,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
5707,2679,-115.0,-115.0,-115.0,-115.0,-96.33,,-86.14,,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
5708,1387,,-107.2,,,,,-104.68,-103.915,-115.0,5.0,3.0,2.0,-0.805538,-34.951736,True
5709,8639,-76.95,-994.125,-83.26,,,,,,-91.08,3.0,4.0,2.0,-0.805063,-3.495491,False
5710,9350,-102.44,,,-93.45,-97.685,-104.03,-106.07,-102.064,-946.125,3.0,2.0,5.0,-0.804809,-3.494755,False
5711,7083,,-96.2,,-94.625,-927.275,,-74.105,-69.436,-101.14,5.0,4.0,1.0,-0.805556,-3.495459,False
5712,1279,,-107.2,-107.01,-108.43,,,-103.19,-103.5,-115.0,5.0,3.0,2.0,-0.805538,-34.951736,True
5713,804,,-107.2,-107.01,-108.43,-97.2,,-99.84,-94.665,-115.0,5.0,3.0,2.0,-0.805538,-34.951736,True
5714,1555,,-107.2,,-109.36,,,-104.23,-104.29,-115.0,5.0,3.0,2.0,-0.805538,-34.951736,True
5715,9181,-78.64,,-70.64,,-89.83,,-82.54,-106.544,-85.58,4.0,7.0,3.0,-0.804854,-3.495964,False
5716,4566,,-115.0,-96.04,-115.0,-98.3,-96.1,-94.42,-94.335,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
5717,9360,-94.08,-77.63,,-89.89,-97.685,,-106.07,-102.064,-944.075,2.0,2.0,5.0,-0.804807,-3.494761,False
5718,4841,-105.32,-115.0,-99.75,-115.0,-102.805,-99.5,-100.31,-99.32,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
5719,3594,-107.65,-115.0,-98.56,-115.0,,,-99.255,-101.098,-115.0,5.0,3.0,3.0,-8055833999.99999,-34.951362,True
5720,6035,-103.705,-110.425,,-110.33,-94.08,-99.03,-98.33,-98.155,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
5721,6852,,-75.54,-88.74,-82.48,-72.3,-56.98,-86.695,-88.744,-97.255,6.0,1.0,5.0,-8056239999.99999,-3.494655,False
5722,4177,-106.07,-115.0,-106.67,,,,,,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
5723,1308,,-107.2,-107.01,-108.43,,,-103.19,-102.96,-115.0,5.0,3.0,2.0,-0.805538,-34.951736,True
